,Mean Train loss,Last Train loss,Mean Test loss,Last Test loss,Train time callbacks,GCN sizes,LSTM sizes,History (in days),Test Date
0,83.28168185177137,60.13025509638955,63.37510144866032,45.08765515425931,3.908730862196535,"[4, 4]",[4],9,15 Dec
0,81.3009375048275,67.16216911804742,58.614230861352844,39.17820789831002,3.8575562238693237,"[4, 4]",[4],10,15 Dec
0,78.25261368370899,64.21402275764748,57.46602120347645,41.898903494660296,4.340276639908552,"[4, 4]",[4],11,15 Dec
0,75.04363720052997,58.92374674263208,54.91099775614946,39.59570942750282,4.1256648250855505,"[4, 4]",[4],12,15 Dec
0,32.22950535348239,28.01147299249833,55.99293637507671,59.91569063389624,3.711890783626586,"[4, 4]",[4],2,7 Jan
0,49.9300200532414,39.1153559408461,35.555827614148455,34.41575382469843,3.4009683998301625,"[4, 4]",[4],3,7 Jan
0,50.76980167182659,45.2971551399678,32.01104010128975,28.62006406604002,3.7383622867055237,"[4, 4]",[4],4,7 Jan
0,57.693526519436425,48.55320895078945,38.1528182089213,41.45715904140899,3.6516937147825956,"[4, 4]",[4],5,7 Jan
0,104.30630024459236,58.439141303493955,66.98791219056295,31.816353903427622,3.9752878029830754,"[4, 4]",[4],6,7 Jan
0,118.66120617189172,83.74388381867763,74.41373425465166,30.59021029608489,3.6674924469552934,"[4, 4]",[4],7,7 Jan
0,108.17545478885071,85.01782161364287,69.57951493776127,31.01550453017842,4.156675802078098,"[4, 4]",[4],8,7 Jan
0,104.09458903339814,81.16239247421208,69.04232848181837,34.379600724587554,3.9202116052620113,"[4, 4]",[4],9,7 Jan
0,103.28450581604925,86.16570473599124,67.30017287713662,39.00946434048159,3.8436705847270787,"[4, 4]",[4],10,7 Jan
0,100.16448773359053,84.36115391925782,55.35313677081279,28.569636684804188,4.491840079426765,"[4, 4]",[4],11,7 Jan
0,100.70716288250124,86.15279548713377,57.555981807420366,31.78320821712586,4.1239598747342825,"[4, 4]",[4],12,7 Jan
0,116.31284963991493,67.8367243334651,102.5135509109497,56.643216617405415,3.6407062630169094,"[4, 4]",[4],2,10 Jan
0,117.01136941984296,78.21941063553095,92.6477469444275,48.05684043839574,3.604222028516233,"[4, 4]",[4],3,10 Jan
0,123.43136295221746,92.24739415943623,85.11000632286071,36.636270094662905,3.472496115602553,"[4, 4]",[4],4,10 Jan
0,100.05987272627652,89.10793446004391,64.44285944461822,46.55936661735177,4.020982549060136,"[4, 4]",[4],5,10 Jan
0,104.63477036714553,58.61460193246603,59.841744713783264,38.64595239982009,3.771576080005616,"[4, 4]",[4],6,10 Jan
0,104.38559810690582,71.8212687894702,58.382850432395934,35.29679482802749,3.6128880330361426,"[4, 4]",[4],7,10 Jan
0,96.12569816797972,60.48065919429064,51.950706815719606,40.61025778949261,4.196583421900868,"[4, 4]",[4],8,10 Jan
0,100.56594404488801,71.91667135059834,59.318870048522946,35.031804259866476,3.812233845703304,"[4, 4]",[4],9,10 Jan
0,112.70603765584528,85.88354802876711,64.92063391685485,36.2710113376379,3.83944015391171,"[4, 4]",[4],10,10 Jan
0,105.32610018663108,80.48397672921419,61.76875032424927,36.825699374079704,4.414396197535098,"[4, 4]",[4],11,10 Jan
0,102.56686090387404,80.13850097358227,61.4616264629364,34.381402883678675,4.13406882667914,"[4, 4]",[4],12,10 Jan
0,47.76751114072109,30.909909683195025,76.74291791742499,83.66586157273163,3.3519393103197217,"[4, 4]",[4],2,24 Jan
0,58.017125496146356,52.60088326917453,50.649335584640504,45.728470007804304,3.6782436878420413,"[4, 4]",[4],3,24 Jan
0,60.70808462124656,46.65544346923178,55.50976055058566,54.16963819617575,3.5972561398521066,"[4, 4]",[4],4,24 Jan
0,101.43957641467452,97.3034795075655,75.70568292617799,60.30619378387928,3.571387631352991,"[4, 4]",[4],5,24 Jan
0,112.54978466421366,93.54760786890984,62.82071232795715,52.63929705321789,3.9006165163591504,"[4, 4]",[4],6,24 Jan
0,110.79544489383697,93.83829788863659,60.44005259513855,50.373778723180294,3.6094953739084303,"[4, 4]",[4],7,24 Jan
0,98.95670454531908,82.8675397336483,55.47258053779602,49.77092173695564,4.1480293977074325,"[4, 4]",[4],8,24 Jan
0,101.72302444298158,75.29730261107544,53.89254979728104,47.5551877637672,3.8386318646371365,"[4, 4]",[4],9,24 Jan
0,115.47011884653627,96.70772691999937,53.72271775840165,55.62559954435021,4.180216629523784,"[4, 4]",[4],10,24 Jan
0,110.78987303682351,94.65579965236513,59.30025386383008,51.965594378142775,4.058119359891862,"[4, 4]",[4],11,24 Jan
0,104.47227262743593,85.09248156613344,55.90154320524884,59.69432866573334,4.433731387834996,"[4, 4]",[4],12,24 Jan
