,rmse,day
0,51.714437172943875,7Jan
1,48.71952912166273,10Jan
2,68.04400211855263,15Dec
3,119.98611584422818,7Dec
4,73.50990043179395,24Jan
5,114.7075444114756,15Nov
6,78.41504939870646,28Nov
7,101.58869000923784,20Nov
